type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed,distance
correct_15,unit_36,1,36-50,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Moderate,Republican,No opinion either way,Agree,70.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,40.4,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,8.34,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,59.8,1.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,4.0,https://www.nbcnews.com/news/us-news/texas-lt-gov-dan-patrick-suggests-he-other-seniors-willing-n1167341,1.0,95.86,0.0
correct_15,unit_36,1,36-50,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Moderate,Republican,No opinion either way,Agree,70.94,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,40.4,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,8.34,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,59.8,5.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,4.0,https://en.wikipedia.org/wiki/Joe_Biden,1.0,111.29,1.0
correct_15,unit_31,5,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,88.18,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,68.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,81.35,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,145.1,3.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,2.0,https://en.wikipedia.org/wiki/Dan_Patrick_(politician),1.0,355.29,2.0
correct_15,unit_31,5,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,88.18,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,68.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,81.35,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,145.1,4.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,3.0,https://en.wikipedia.org/wiki/Joe_Biden,5.0,227.61,0.0
correct_15,unit_73,1,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,27.35,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,59.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.95,3.0,mostly-true_doc5,Says 80 of novel coronavirus cases aremildâ,Chart,9/3/2020,Viral Image,4.0,mostly-true,5.0,https://www.prevention.com/health/a32006916/mild-coronavirus-symptoms/,1.0,143.05,1.0
correct_15,unit_40,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,20.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,34.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,17.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.99,3.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donÂt have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,5.0,https://www.factcheck.org/2020/03/trumps-faulty-testing-claims/,1.0,153.92,1.0
correct_15,unit_83,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Very conservative,Republican,Agree,Agree,28.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,86.37,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,36.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.6,4.0,half-true_doc1,Ron Johnson said Americans should go back to work becausedeath is an unavoidable part of lifeâ,Facebook Post,2020-31-03,Facebook Posts,3.0,half-true,3.0,https://www.wikihow.com/Post-to-Facebook,1.0,44.28,0.0
correct_15,unit_83,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Very conservative,Republican,Agree,Agree,28.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,86.37,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,36.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.6,7.0,mostly-true_doc3,2019 coronavirus can live forup to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,Facebook Post,2020-18-03,Facebook Posts,4.0,mostly-true,4.0,https://www.socialmediaexaminer.com/6-tips-to-improve-facebook-posts/,1.0,63.02,0.0
correct_15,unit_89,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Agree,73.1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,48.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,27.17,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,548.19,4.0,half-true_doc1,Ron Johnson said Americans should go back to work becausedeath is an unavoidable part of lifeâ,Facebook Post,2020-31-03,Facebook Posts,3.0,half-true,3.0,https://www.sciencedirect.com/science/article/abs/pii/S0376871620300041,2.0,41.59,0.0
correct_15,unit_89,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Agree,73.1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,48.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,27.17,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,548.19,7.0,mostly-true_doc3,2019 coronavirus can live forup to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,Facebook Post,2020-18-03,Facebook Posts,4.0,mostly-true,0.0,https://www.sciencedirect.com/science/article/abs/pii/S221462962030298X,1.0,540.6,4.0
correct_15,unit_43,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Liberal,Democrat,Agree,Agree,31.12,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,99.83,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,69.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,98.01,1.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donât have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,3.0,https://www.msn.com/en-us/news/other/coronavirus-is-exposing-all-of-the-weaknesses-in-the-us-health-system/ar-BB11fGba,1.0,228.4,1.0
correct_15,unit_7,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Republican,Agree,Agree,17.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.0,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,27.06,6.0,half-true_doc2,North Carolinahospital beds are typically 85 full across the stateâ,Jeff Jackson,2020-19-03,Tweet,3.0,half-true,2.0,https://en.wikipedia.org/wiki/Jeff_Jackson_(politician),1.0,60.5,1.0
correct_15,unit_7,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Republican,Agree,Agree,17.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.0,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,27.06,7.0,mostly-true_doc2,Says truck drivers are being turned away from fastfood restaurants during the COVID19 pandemic,Facebook Post,2020-20-03,Facebook Posts,4.0,mostly-true,4.0,https://www.facebook.com/facebook/posts/,1.0,87.78,0.0
correct_15,unit_82,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,28.77,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.14,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,113.05,0.0,mostly-true_doc3,2019 coronavirus can live forup to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,Facebook Post,2020-18-03,Facebook Posts,4.0,mostly-true,5.0,https://www.npr.org/sections/health-shots/2020/03/14/811609026/the-new-coronavirus-can-live-on-surfaces-for-2-3-days-heres-how-to-clean-them,1.0,343.37,1.0
